name	symbol	synonym	length	chromStart	chromEnd	strand	description	chrom	goterms	ecnums	kegg	pathways	cogs	pfams	operons
Rv0211	pckA		1821	251781	253602	+	iron-regulated phosphoenolpyruvate carboxykinase	chr	GO:0004613	EC:4.1.1.32	KEGG:03320,KEGG:00620,KEGG:04910,KEGG:04920,KEGG:00020	PWY:ASPARAGINE-DEG1-PWY,PWY:ASPARTATE-DEG1-PWY	COG:C	PF00821.10	pckA-pckA
Rv0212c	nadR	Rv0212	972	253668	254640	-	asnC-family transcriptional regulator	chr		EC:2.7.1.22,EC:2.7.7.1	KEGG:00760		COG:H,COG:H		nadR-Rv0213c
Rv0213c		Rv0213	1314	254636	255950	-	methyltransferase/methylase	chr					COG:C	PF02310.11,PF04055.13	nadR-Rv0213c
Rv0214	fadD4		1614	256063	257677	+	fatty-acid-CoA ligase	chr				PWY:PWY1F-FLAVSYN	COG:I,COG:Q	PF00501.20	fadD4-fadD4
Rv0215c	fadE3	Rv0215	1074	257782	258856	-	acyl-CoA dehydrogenase	chr	GO:0004085	EC:1.3.99.2	KEGG:00071,KEGG:00280,KEGG:00650	PWY:FAO-PWY	COG:I	PF00441.16,PF02770.11,PF02771.8,PF08028.3	fadE3-fadE3
Rv0216			1014	258912	259926	+	conserved hypothetical protein	chr					COG:I		Rv0216-Rv0216
Rv0217c	lipW	Rv0217	909	259922	260831	-	esterase	chr					COG:I	PF07859.5	lipW-lipW
Rv0218			1329	260923	262252	+	conserved membrane protein	chr					COG:R	PF00174.11	Rv0218-lipC
Rv0219			549	262253	262802	+	conserved membrane protein	chr							Rv0218-lipC
Rv0220	lipC		1212	262811	264023	+	esterase	chr					COG:I	PF07859.5	Rv0218-lipC
Rv0221			1410	264066	265476	+	conserved hypothetical protein	chr						PF03007.8	Rv0221-echA1
Rv0222	echA1		789	265506	266295	+	enoyl-CoA hydratase	chr				PWY:ILEUDEG-PWY,PWY:ILEU-DEG2-PWY	COG:I	PF00378.12	Rv0221-echA1
Rv0223c		Rv0223	1464	266300	267764	-	aldehyde dehydrogenase	chr					COG:C	PF00171.14	Rv0223c-Rv0223c
Rv0224c		Rv0224	765	267862	268627	-	methyltransferase/methylase	chr					COG:R,COG:Q	PF08241.4,PF08242.4	Rv0224c-Rv0224c
Rv0225			1155	268662	269817	+	conserved hypothetical protein	chr					COG:M	PF00534.12	Rv0225-Rv0225
Rv0226c		Rv0226	1731	269833	271564	-	conserved membrane protein	chr							Rv0226c-Rv0227c
Rv0227c		Rv0227	1266	271573	272839	-	conserved membrane protein	chr							Rv0226c-Rv0227c
Rv0228			1224	273054	274278	+	membrane acyltransferase	chr					COG:I	PF01757.14	Rv0228-Rv0228
Rv0229c		Rv0229	681	274305	274986	-	conserved membrane protein	chr					COG:R	PF01850.13	Rv0229c-php
Rv0230c	php	Rv0230	981	274982	275963	-	phosphotriesterase	chr					COG:R	PF02126.10	Rv0229c-php
Rv0231	fadE4		1707	276057	277764	+	acyl-CoA dehydrogenase	chr	GO:0003995	EC:1.3.99.3	KEGG:00280,KEGG:00640,KEGG:00071,KEGG:03320,KEGG:00410	PWY:FAO-PWY	COG:I	PF00441.16,PF02770.11	fadE4-fadE4
Rv0232			690	277898	278588	+	transcriptional regulator, tetR/acrR-family	chr					COG:K	PF00440.15	Rv0232-nrdB
Rv0233	nrdB		945	278584	279529	+	ribonucleoside-diphosphate reductase beta chain	chr				PWY:DENOVOPURINE2-PWY	COG:F	PF00268.13	Rv0232-nrdB
Rv0234c	gabD1	Rv0234	1536	279604	281140	-	succinate-semialdehyde dehydrogenase dependent	chr	GO:0009013	EC:1.2.1.16	KEGG:00251,KEGG:00350,KEGG:00650		COG:C	PF00171.14	gabD1-Rv0236c
Rv0235c		Rv0235	1449	281165	282614	-	conserved membrane protein	chr						PF06762.6	gabD1-Rv0236c
Rv0236A			174	286897	287071	-	secreted protein	chr							Rv0236A-Rv0236A
Rv0236c		Rv0236	4203	282648	286851	-	conserved membrane protein	chr							gabD1-Rv0236c
Rv0237	lpqI		1167	287185	288352	+	lipoprotein	chr						PF00933.13	lpqI-lpqI
Rv0238			615	288427	289042	+	transcriptional regulator, tetR-family	chr					COG:K	PF00440.15	Rv0238-Rv0238
Rv0239			234	289103	289337	+	conserved hypothetical protein	chr							Rv0239-Rv0240
Rv0240			438	289344	289782	+	conserved hypothetical protein	chr					COG:R		Rv0239-Rv0240
Rv0241c		Rv0241	843	289811	290654	-	conserved hypothetical protein	chr					COG:I	PF01575.11	Rv0241c-fabG
Rv0242c	fabG	Rv0242	1365	290664	292029	-	3-oxoacyl-[acyl-carrier protein] reductase fabG4	chr				PWY:UNSAT-FA-ELONG-PWY,PWY:FASYN-ELONG-PWY	COG:R,COG:I,COG:Q	PF00106.17,PF01370.13,PF08659.2	Rv0241c-fabG
Rv0243	fadA2		1323	292170	293493	+	acetyl-CoA acyltransferase	chr		EC:2.3.1.16,EC:2.3.1.9	KEGG:02020,KEGG:00071,KEGG:00280,KEGG:00062,KEGG:00362,KEGG:00620,KEGG:00632,KEGG:00380,KEGG:00120,KEGG:00650,KEGG:00310,KEGG:00072,KEGG:03320,KEGG:00640		COG:I	PF00108.15,PF02803.10	fadA2-fadA2
Rv0244c	fadE5	Rv0244	1836	293797	295633	-	acyl-CoA dehydrogenase	chr				PWY:FAO-PWY	COG:I	PF00441.16,PF02770.11	fadE5-fadE5
Rv0245			489	296004	296493	+	oxidoreductase	chr					COG:R	PF01613.10	Rv0245-Rv0245
Rv0246			1311	296808	298119	+	conserved membrane protein	chr							Rv0246-Rv0246
Rv0247c		Rv0247	747	298115	298862	-	succinate dehydrogenase iron-sulfur subunit	chr	GO:0000104	EC:1.3.99.1	KEGG:00720,KEGG:02020,KEGG:00632,KEGG:00190,KEGG:00650,KEGG:00020		COG:C	PF00111.19	Rv0247c-Rv0249c
Rv0248c		Rv0248	1941	298862	300803	-	succinate dehydrogenase iron-sulfur subunit	chr	GO:0000104	EC:1.3.99.1	KEGG:00720,KEGG:00650,KEGG:00020,KEGG:00190,KEGG:02020,KEGG:00632		COG:C	PF00890.16,PF01266.16,PF02910.12,PF07992.6	Rv0247c-Rv0249c
Rv0249c		Rv0249	822	300833	301655	-	succinate dehydrogenase membrane anchor subunit	chr							Rv0247c-Rv0249c
Rv0250c		Rv0250	294	301734	302028	-	conserved hypothetical protein	chr							Rv0250c-Rv0250c
Rv0251c	hsp	Rv0251	480	302172	302652	-	heat shock protein	chr					COG:O	PF00011.13	hsp-hsp
Rv0252	nirB		2562	302865	305427	+	nitrite reductase large subunit	chr	GO:0008942	EC:1.7.1.4	KEGG:00910	PWY:ANARESPACC-PWY	COG:C	PF00070.19,PF01077.14,PF03460.9,PF04324.7,PF07992.6	nirB-nirD
Rv0253	nirD		357	305452	305809	+	nitrite reductase small subunit	chr	GO:0008942	EC:1.7.1.4	KEGG:00910	PWY:ANARESPACC-PWY	COG:P,COG:R		nirB-nirD
Rv0254c	cobU	Rv0254	525	305824	306349	-	bifunctional cobalamin biosynthesis protein	chr		EC:2.7.7.62	KEGG:00860	PWY:COBALSYN-PWY	COG:H	PF02283.8	cobU-PPE2
Rv0255c	cobQ1	Rv0255	1485	306373	307858	-	cobyric acid synthase	chr	GO:0003824,GO:0009236			PWY:P381-PWY	COG:H	PF01656.15,PF07685.6	cobU-PPE2
Rv0256c	PPE2	Rv0256	1671	307876	309547	-	PPE family protein	chr						PF00823.11	cobU-PPE2
Rv0257			375	309698	310073	+	conserved hypothetical protein	chr							Rv0257-Rv0257
Rv0258c		Rv0258	456	310293	310749	-	conserved hypothetical protein	chr							Rv0258c-Rv0260c
Rv0259c		Rv0259	744	310773	311517	-	conserved hypothetical protein	chr	GO:0051266	EC:4.99.1.4	KEGG:00860		COG:S	PF01903.9	Rv0258c-Rv0260c
Rv0260c		Rv0260	1146	311513	312659	-	transcriptional regulator	chr					COG:H,COG:T,COG:K	PF00486.20,PF02602.7	Rv0258c-Rv0260c
Rv0261c	narK3	Rv0261	1410	312758	314168	-	membrane nitrite extrusion protein	chr					COG:P	PF07690.8	narK3-narK3
Rv0262c	aac	Rv0262	546	314308	314854	-	aminoglycoside 2-N-acetyltransferase	chr						PF00583.16	aac-Rv0264c
Rv0263c		Rv0263	903	314863	315766	-	conserved hypothetical protein	chr						PF02626.7	aac-Rv0264c
Rv0264c		Rv0264	633	315782	316415	-	conserved hypothetical protein	chr		EC:3.5.1.54	KEGG:00220,KEGG:00791			PF02682.8	aac-Rv0264c
Rv0265c		Rv0265	993	316510	317503	-	periplasmic iron-transport lipoprotein	chr					COG:P	PF01497.10	Rv0265c-oplA
Rv0266c	oplA	Rv0266	3630	317524	321154	-	5-oxoprolinase	chr	GO:0017168	EC:3.5.2.9	KEGG:00480		COG:E,COG:Q	PF01968.10,PF02538.6,PF05378.5	Rv0265c-oplA
Rv0267	narU		1392	321330	322722	+	membrane nitrite extrusion protein	chr					COG:P	PF07690.8	narU-narU
Rv0268c		Rv0268	510	322763	323273	-	hypothetical protein	chr					COG:D	PF02604.11	Rv0268c-Rv0268c
Rv0269c		Rv0269	1194	323337	324531	-	conserved hypothetical protein	chr					COG:L	PF01896.11	Rv0269c-Rv0269c
Rv0270	fadD2		1683	324566	326249	+	fatty-acid-CoA ligase	chr				PWY:P221-PWY	COG:Q,COG:I	PF00501.20	fadD2-fadD2
Rv0271c	fadE6	Rv0271	2196	326265	328461	-	acyl-CoA dehydrogenase	chr					COG:I	PF00441.16,PF02770.11,PF02771.8,PF08028.3	fadE6-fadE6
Rv0272c		Rv0272	1134	328574	329708	-	hypothetical protein	chr							Rv0272c-Rv0273c
Rv0273c		Rv0273	621	329704	330325	-	transcriptional regulator	chr					COG:K	PF00440.15	Rv0272c-Rv0273c
Rv0274			582	330421	331003	+	conserved hypothetical protein	chr					COG:E	PF00903.17	Rv0274-Rv0274
Rv0275c		Rv0275	726	330932	331658	-	transcriptional regulator, tetR-family	chr							Rv0275c-Rv0275c
Rv0276			921	331747	332668	+	conserved hypothetical protein	chr					COG:S		Rv0276-Rv0276
Rv0277c		Rv0277	429	332707	333136	-	conserved hypothetical protein	chr						PF01850.13	Rv0277c-Rv0277c
Rv0278c	PE_PGRS3	Rv0278	2874	333436	336310	-	PE-PGRS family protein	chr						PF00934.12	PE_PGRS3-PE_PGRS3
Rv0279c	PE_PGRS4	Rv0279	2514	336559	339073	-	PE-PGRS family protein	chr						PF00934.12	PE_PGRS4-PE_PGRS4
Rv0280	PPE3		1611	339363	340974	+	PPE family protein	chr						PF00823.11	PPE3-Rv0281
Rv0281			909	340997	341906	+	conserved hypothetical protein	chr					COG:Q	PF02409.10	PPE3-Rv0281
Rv0282			1896	342129	344025	+	conserved hypothetical protein	chr					COG:O	PF00004.21	Rv0282-PPE4
Rv0283			1617	344021	345638	+	conserved membrane protein	chr						PF05108.5	Rv0282-PPE4
Rv0284			3993	345634	349627	+	conserved membrane protein	chr					COG:D	PF01580.10	Rv0282-PPE4
Rv0285	PE5		309	349623	349932	+	PE family protein	chr						PF00934.12	Rv0282-PPE4
Rv0286	PPE4		1542	349934	351476	+	PPE family protein	chr						PF00823.11	Rv0282-PPE4
Rv0287	esxG		294	351524	351818	+	esat-6 like protein	chr							esxG-Rv0289
Rv0288	esxH		291	351847	352138	+	low molecular weight protein antigen 7	chr					COG:S		esxG-Rv0289
Rv0289			888	352148	353036	+	conserved hypothetical protein	chr							esxG-Rv0289
Rv0290			1419	353082	354501	+	conserved membrane protein	chr						PF04600.4	Rv0290-Rv0292
Rv0291	mycP3		1386	354497	355883	+	membrane-anchored mycosin	chr					COG:O	PF00082.14	Rv0290-Rv0292
Rv0292			996	355879	356875	+	conserved membrane protein	chr							Rv0290-Rv0292
Rv0293c		Rv0293	1203	356861	358064	-	conserved hypothetical protein	chr							Rv0293c-Rv0293c
Rv0294	tam		786	358170	358956	+	trans-aconitate methyltransferase	chr					COG:R	PF08241.4,PF08242.4	tam-tam
Rv0295c		Rv0295	804	358944	359748	-	conserved hypothetical protein	chr					COG:S	PF09037.2	Rv0295c-Rv0296c
Rv0296c		Rv0296	1398	359757	361155	-	sulfatase	chr					COG:P	PF00884.15	Rv0295c-Rv0296c
Rv0297	PE_PGRS5		1776	361333	363109	+	PE-PGRS family protein	chr						PF00934.12	PE_PGRS5-PE_PGRS5
Rv0298			228	363251	363479	+	hypothetical protein	chr						PF01402.13	Rv0298-Rv0299
Rv0299			303	363475	363778	+	hypothetical protein	chr							Rv0298-Rv0299
Rv0300			222	363825	364047	+	conserved hypothetical protein	chr							Rv0300-Rv0301
Rv0301			426	364043	364469	+	conserved hypothetical protein	chr					COG:R	PF01850.13	Rv0300-Rv0301
Rv0302			633	364604	365237	+	transcriptional regulator, tetR/acrR-family	chr					COG:K	PF00440.15	Rv0302-Rv0303
Rv0303			909	365233	366142	+	dehydrogenase/reductase	chr					COG:R,COG:Q,COG:I	PF00106.17	Rv0302-Rv0303
Rv0304c	PPE5	Rv0304	6615	366149	372764	-	PPE family protein	chr						PF01469.10	PPE5-PPE5
Rv0305c	PPE6	Rv0305	2892	372819	375711	-	PPE family protein	chr					COG:N	PF00823.11,PF01469.10	PPE6-PPE6
Rv0306			672	375913	376585	+	oxidoreductase	chr					COG:C	PF00881.16	Rv0306-Rv0306
Rv0307c		Rv0307	483	376572	377055	-	hypothetical protein	chr							Rv0307c-Rv0307c
Rv0308			717	377112	377829	+	conserved membrane protein	chr					COG:I	PF01569.13	Rv0308-Rv0308
Rv0309			657	377930	378587	+	hypothetical exported protein	chr					COG:S		Rv0309-Rv0309
Rv0310c		Rv0310	492	378656	379148	-	conserved hypothetical protein	chr							Rv0310c-Rv0310c
Rv0311			1230	379171	380401	+	hypothetical protein	chr							Rv0311-Rv0311
Rv0312			1863	380555	382418	+	conserved proline and threonine rich protein	chr					COG:O		Rv0312-Rv0312
Rv0313			387	382489	382876	+	conserved hypothetical protein	chr							Rv0313-Rv0313
Rv0314c		Rv0314	663	382878	383541	-	conserved membrane protein	chr							Rv0314c-Rv0314c
Rv0315			885	383601	384486	+	beta-1,3-glucanase precursor	chr					COG:G	PF00722.13	Rv0315-Rv0315
Rv0316			615	384534	385149	+	muconolactone isomerase	chr	GO:0016159	EC:5.3.3.4	KEGG:00362	PWY:CATECHOL-ORTHO-CLEAVAGE-PWY	COG:Q	PF02426.8	Rv0316-Rv0316
Rv0317c	glpQ2	Rv0317	771	385172	385943	-	glycerophosphoryl diester phosphodiesterase	chr	GO:0008889	EC:3.1.4.46	KEGG:00564		COG:C	PF03009.9	glpQ2-glpQ2
Rv0318c		Rv0318	795	386304	387099	-	conserved membrane protein	chr					COG:P		Rv0318c-Rv0318c
Rv0319	pcp		669	387147	387816	+	pyrrolidone-carboxylate peptidase	chr		EC:3.4.19.3			COG:O	PF01470.9	pcp-pcp
Rv0320			663	387887	388550	+	hypothetical exported protein	chr							Rv0320-dcd
Rv0321	dcd		573	388581	389154	+	deoxycytidine triphosphate deaminase	chr	GO:0008829	EC:3.5.4.13	KEGG:00240	PWY:PWY0-166	COG:F	PF00692.11	Rv0320-dcd
Rv0322	udgA		1332	389259	390591	+	UDP-glucose 6-dehydrogenase	chr				PWY:COLANSYN-PWY	COG:M	PF00984.11,PF03720.7,PF03721.6	udgA-udgA
Rv0323c		Rv0323	672	390579	391251	-	conserved hypothetical protein	chr					COG:S	PF02585.9	Rv0323c-Rv0323c
Rv0324			681	391351	392032	+	transcriptional regulator, arsR-family	chr					COG:P,COG:K	PF00581.12,PF01022.12	Rv0324-Rv0326
Rv0325			225	392038	392263	+	hypothetical protein	chr							Rv0324-Rv0326
Rv0326			456	392272	392728	+	hypothetical protein	chr							Rv0324-Rv0326
Rv0327c	cyp135A1	Rv0327	1350	392695	394045	-	cytochrome P450 135A1	chr					COG:Q	PF00067.14	cyp135A1-cyp135A1
Rv0328			603	394110	394713	+	transcriptional regulator, tetR/acrR-family	chr					COG:K	PF00440.15	Rv0328-Rv0328
Rv0329c		Rv0329	627	394693	395320	-	conserved hypothetical protein	chr						PF02390.9,PF08241.4,PF08242.4	Rv0329c-Rv0330c
Rv0330c		Rv0330	741	395346	396087	-	hypothetical protein	chr					COG:K	PF00440.15	Rv0329c-Rv0330c
Rv0331			1167	396200	397367	+	dehydrogenase/reductase	chr					COG:R	PF07992.6	Rv0331-Rv0331
Rv0332			786	397441	398227	+	conserved hypothetical protein	chr						PF07398.3	Rv0332-rmlA
Rv0333			375	398253	398628	+	hypothetical protein	chr							Rv0332-rmlA
Rv0334	rmlA		867	398657	399524	+	alpha-D-glucose-1-phosphate thymidylyltransferase	chr	GO:0008879	EC:2.7.7.24	KEGG:00520,KEGG:00521,KEGG:00523	PWY:ECASYN-PWY,PWY:DTDPRHAMSYN-PWY	COG:M	PF00483.15	Rv0332-rmlA
Rv0335c	PE6	Rv0335	516	399534	400050	-	PE family protein	chr						PF00934.12	PE6-PE6
Rv0336			1512	400191	401703	+	13E12 repeat family protein	chr						PF01844.15,PF02720.9	Rv0336-Rv0336
Rv0337c	aspC	Rv0337	1290	401872	403162	-	aspartate aminotransferase	chr				PWY:MALATE-ASPARTATE-SHUTTLE-PWY,PWY:ASPARAGINE-DEG1-PWY,PWY:GLUTDEG-PWY,PWY:ASPARTATE-DEG1-PWY,PWY:ASPARTATESYN-PWY,PWY:ASPBIO-PWY	COG:E	PF00155.13	aspC-Rv0338c
Rv0338c		Rv0338	2649	403192	405841	-	iron-sulfur-binding reductase	chr					COG:C	PF00037.19,PF02754.8	aspC-Rv0338c
Rv0339c		Rv0339	2499	405949	408448	-	transcriptional regulator	chr					COG:K,COG:T,COG:K	PF00196.11	Rv0339c-Rv0339c
Rv0340			540	408633	409173	+	conserved hypothetical protein	chr							Rv0340-Rv0340
Rv0341	iniB		1440	409361	410801	+	isoniazid inductible gene protein	chr							iniB-iniC
Rv0342	iniA		1923	410837	412760	+	isoniazid inductible gene protein	chr					COG:R		iniB-iniC
Rv0343	iniC		1482	412756	414238	+	isoniazid inductible gene protein	chr					COG:R		iniB-iniC
Rv0344c	lpqJ	Rv0344	561	414380	414941	-	lipoprotein	chr							lpqJ-lpqJ
Rv0345			411	415049	415460	+	conserved hypothetical protein	chr					COG:R		Rv0345-Rv0345
Rv0346c	ansP2	Rv0346	1464	415501	416965	-	L-asparagine permease	chr					COG:E	PF00324.13	ansP2-ansP2
Rv0347			987	417303	418290	+	conserved membrane protein	chr							Rv0347-Rv0349
Rv0348			654	418292	418946	+	transcriptional regulator	chr							Rv0347-Rv0349
Rv0349			660	418948	419608	+	hypothetical protein	chr							Rv0347-Rv0349
Rv0350	dnaK		1878	419834	421712	+	chaperone protein	chr					COG:O	PF00012.12	dnaK-hspR
Rv0351	grpE		708	421708	422416	+	chaperone	chr	GO:0051087,GO:0000774,GO:0006457,GO:0042803				COG:O	PF01025.11	dnaK-hspR
Rv0352	dnaJ1		1188	422451	423639	+	chaperone protein	chr	GO:0006457,GO:0051082,GO:0031072				COG:O	PF00226.23,PF00684.11,PF01556.10	dnaK-hspR
Rv0353	hspR		381	423638	424019	+	merR-family heat shock protein transcriptional repressor	chr					COG:K	PF00376.15	dnaK-hspR
Rv0354c	PPE7	Rv0354	426	424268	424694	-	PPE family protein	chr							PPE7-PPE7
Rv0355c	PPE8	Rv0355	9903	424776	434679	-	PPE family protein	chr					COG:N	PF00823.11,PF01469.10	PPE8-PPE8
Rv0356c		Rv0356	645	434829	435474	-	conserved hypothetical protein	chr					COG:Q	PF03061.14	Rv0356c-purA
Rv0357c	purA	Rv0357	1299	435470	436769	-	adenylosuccinate synthetase	chr	GO:0004019	EC:6.3.4.4	KEGG:00252,KEGG:00230	PWY:DENOVOPURINE2-PWY		PF00709.13	Rv0356c-purA
Rv0358			648	436859	437507	+	conserved hypothetical protein	chr							Rv0358-Rv0359
Rv0359			780	437517	438297	+	conserved membrane protein	chr					COG:R	PF02163.14	Rv0358-Rv0359
Rv0360c		Rv0360	438	438301	438739	-	conserved hypothetical protein	chr							Rv0360c-Rv0360c
Rv0361			828	438821	439649	+	conserved membrane protein	chr							Rv0361-Rv0361
Rv0362	mgtE		1383	439870	441253	+	Mg2+ transport transmembrane protein	chr					COG:P	PF00571.20,PF01769.8,PF03448.9	mgtE-mgtE
Rv0363c	fba	Rv0363	1035	441264	442299	-	fructose-bisphosphate aldolase	chr	GO:0004332	EC:4.1.2.13	KEGG:00710,KEGG:00030,KEGG:00010,KEGG:00051,KEGG:00031	PWY:GLYCOLYSIS,PWY:GLUCONEO-PWY	COG:G	PF01116.12	fba-fba
Rv0364			684	442394	443078	+	conserved membrane protein	chr					COG:S	PF09335.3	Rv0364-Rv0364
Rv0365c		Rv0365	1131	443066	444197	-	conserved hypothetical protein	chr					COG:G		Rv0365c-Rv0367c
Rv0366c		Rv0366	594	444221	444815	-	conserved hypothetical protein	chr					COG:S		Rv0365c-Rv0367c
Rv0367c		Rv0367	390	444843	445233	-	hypothetical protein	chr							Rv0365c-Rv0367c
Rv0368c		Rv0368	1212	445313	446525	-	conserved hypothetical protein	chr					COG:R	PF05762.6	Rv0368c-Rv0369c
Rv0369c		Rv0369	516	446530	447046	-	membrane oxidoreductase	chr					COG:S	PF06240.5	Rv0368c-Rv0369c
Rv0370c		Rv0370	897	447146	448043	-	oxidoreductase	chr					COG:R	PF07728.6	Rv0370c-Rv0375c
Rv0371c		Rv0371	594	448039	448633	-	conserved hypothetical protein	chr					COG:R		Rv0370c-Rv0375c
Rv0372c		Rv0372	756	448629	449385	-	conserved hypothetical protein	chr					COG:O	PF02625.8	Rv0370c-Rv0375c
Rv0373c		Rv0373	2400	449403	451803	-	carbon monoxyde dehydrogenase large chain	chr	GO:0018492	EC:1.2.99.2	KEGG:00680	PWY:CODH-PWY	COG:C	PF01315.14,PF02738.10	Rv0370c-Rv0375c
Rv0374c		Rv0374	480	451799	452279	-	carbon monoxyde dehydrogenase small chain	chr	GO:0018492	EC:1.2.99.2	KEGG:00680		COG:C	PF00111.19,PF01799.12	Rv0370c-Rv0375c
Rv0375c		Rv0375	861	452293	453154	-	carbon monoxyde dehydrogenase medium chain	chr	GO:0018492	EC:1.2.99.2	KEGG:00680	PWY:CODH-PWY		PF00941.13,PF03450.9	Rv0370c-Rv0375c
Rv0376c		Rv0376	1143	453229	454372	-	conserved hypothetical protein	chr					COG:O	PF02625.8	Rv0376c-Rv0376c
Rv0377			966	454420	455386	+	transcriptional regulator, lysR-family	chr					COG:K	PF00126.19,PF03466.12	Rv0377-Rv0377
Rv0378			222	455636	455858	+	conserved glycine rich protein	chr							Rv0378-Rv0378
Rv0379	secE2		216	455976	456192	+	protein transport protein	chr					COG:S	PF07311.4	secE2-secE2
Rv0380c		Rv0380	552	456267	456819	-	RNA methyltransferase	chr					COG:J	PF00588.11	Rv0380c-Rv0380c
Rv0381c		Rv0381	909	456914	457823	-	hypothetical protein	chr							Rv0381c-pyrE
Rv0382c	pyrE	Rv0382	540	457840	458380	-	orotate phosphoribosyltransferase	chr	GO:0004588	EC:2.4.2.10	KEGG:00240	PWY:PWY0-162	COG:F	PF00156.19	Rv0381c-pyrE
Rv0383c		Rv0383	855	458460	459315	-	conserved secreted protein	chr							Rv0383c-Rv0383c
Rv0384c	clpB	Rv0384	2547	459455	462002	-	endopeptidase ATP binding protein chain B	chr	GO:0005515,GO:0005524,GO:0019538				COG:O	PF00004.21,PF02861.12,PF07724.6,PF07728.6	clpB-clpB
Rv0385			1173	462134	463307	+	monooxygenase	chr					COG:C,COG:H,COG:C	PF00042.14,PF00175.13,PF00970.16	Rv0385-Rv0385
Rv0386			3258	463410	466668	+	transcriptional regulator, luxR/uhpA-family	chr					COG:T,COG:R,COG:K	PF00196.11,PF07721.6	Rv0386-Rv0386
Rv0387c		Rv0387	735	466671	467406	-	conserved hypothetical protein	chr							Rv0387c-Rv0387c
Rv0388c	PPE9	Rv0388	543	467458	468001	-	PPE family protein	chr						PF00823.11	PPE9-PPE9
Rv0389	purT		1260	468334	469594	+	phosphoribosylglycinamide formyltransferase 2	chr		EC:2.1.2.-	KEGG:00520	PWY:DENOVOPURINE2-PWY	COG:F	PF02222.14	purT-metZ
Rv0390			423	469590	470013	+	conserved hypothetical protein	chr					COG:P		purT-metZ
Rv0391	metZ		1221	470009	471230	+	O-succinylhomoserine sulfhydrylase	chr		EC:4.2.99.10,EC:4.2.99.9		PWY:HSERMETANA-PWY,PWY:PWY-781	COG:E	PF01053.12,PF01212.13	purT-metZ
Rv0392c	ndhA	Rv0392	1413	471226	472639	-	membrane NADH dehydrogenase	chr	GO:0003954	EC:1.6.99.3	KEGG:00190		COG:C	PF00070.19,PF07992.6	ndhA-ndhA
Rv0393			1326	472780	474106	+	13E12 repeat family protein	chr						PF01844.15,PF02720.9	Rv0393-Rv0393
Rv0394c		Rv0394	720	474121	474841	-	secreted protein	chr							Rv0394c-Rv0394c
Rv0395			405	474939	475344	+	hypothetical protein	chr							Rv0395-Rv0396
Rv0396			393	475349	475742	+	hypothetical protein	chr							Rv0395-Rv0396
Rv0397			369	475815	476184	+	13E12 repeat family protein	chr							Rv0397-Rv0397
Rv0398c		Rv0398	642	476678	477320	-	secreted protein	chr							Rv0398c-fadE7
Rv0399c	lpqK	Rv0399	1230	477326	478556	-	lipoprotein	chr					COG:V	PF00144.16	Rv0398c-fadE7
Rv0400c	fadE7	Rv0400	1188	478565	479753	-	acyl-CoA dehydrogenase	chr	GO:0004361	EC:1.3.99.7	KEGG:00071,KEGG:00310,KEGG:00632,KEGG:00380	PWY:FAO-PWY	COG:I	PF00441.16,PF02770.11,PF02771.8,PF08028.3	Rv0398c-fadE7
Rv0401			372	479788	480160	+	conserved membrane protein	chr							Rv0401-Rv0401
Rv0402c	mmpL1	Rv0402	2877	480354	483231	-	transmembrane transport protein	chr					COG:R	PF03176.7	mmpL1-mmpS1
Rv0403c	mmpS1	Rv0403	429	483227	483656	-	membrane protein	chr						PF05423.5	mmpL1-mmpS1
Rv0404	fadD30		1758	483976	485734	+	fatty-acid-CoA ligase	chr	GO:0004467	EC:6.2.1.3	KEGG:04920,KEGG:00071,KEGG:03320	PWY:P221-PWY	COG:Q,COG:I	PF00501.20	fadD30-pks6
Rv0405	pks6		4209	485730	489939	+	membrane bound polyketide synthase	chr					COG:Q	PF00109.18,PF00550.17,PF00698.13,PF00975.12,PF02801.14	fadD30-pks6
Rv0406c		Rv0406	819	489886	490705	-	beta lactamase like protein	chr					COG:R	PF00753.19	Rv0406c-Rv0406c
Rv0407	fgd1		1011	490782	491793	+	F420-dependent glucose-6-phosphate dehydrogenase	chr					COG:C	PF00296.12	fgd1-ackA
Rv0408	pta		2073	491785	493858	+	phosphate acetyltransferase	chr	GO:0008959	EC:2.3.1.8	KEGG:00430,KEGG:00620,KEGG:00640	PWY:P142-PWY,PWY:LCTACACAT-PWY,PWY:FERMENTATION-PWY,PWY:CODH-PWY,PWY:ACETATEUTIL-PWY,PWY:CENTFERM-PWY,PWY:P122-PWY	COG:C,COG:R	PF01515.11,PF07085.4	fgd1-ackA
Rv0409	ackA		1158	493850	495008	+	acetate kinase	chr	GO:0008776	EC:2.7.2.1	KEGG:00430,KEGG:00640,KEGG:00620	PWY:P142-PWY,PWY:LCTACACAT-PWY,PWY:FERMENTATION-PWY,PWY:CODH-PWY,PWY:ACETATEUTIL-PWY,PWY:CENTFERM-PWY	COG:C	PF00871.9	fgd1-ackA
