region	chromStart	chromEnd	type	strand	pre	post	description
1751	2495399	2495460	intergenic	\N	Rv2224c	Rv2223c	\N
1752	2497023	2497741	intergenic	\N	panB	Rv2224c	\N
1753	2498587	2498831	intergenic	\N	Rv2226	panB	\N
1754	2500373	2500444	intergenic	\N	rnpB	Rv2226	\N
1755	2500751	2500930	intergenic	\N	Rv2227	rnpB	\N
1756	2501632	2501643	intergenic	\N	Rv2228c	Rv2227	\N
1757	2505699	2506277	intergenic	\N	Rv2232	cobC	\N
1758	2509375	2509488	intergenic	\N	Rv2237	cobD	\N
1759	2510256	2510597	intergenic	\N	Rvnt23	Rv2237	\N
1760	2510669	2510714	intergenic	\N	ahpE	Rvnt23	\N
1761	2511652	2511689	intergenic	\N	Rv2240c	Rv2239c	\N
1762	2512487	2512538	intergenic	\N	aceE	Rv2240c	\N
1763	2515244	2515303	intergenic	\N	Rv2242	aceE	\N
1764	2516548	2516786	intergenic	\N	fabD	Rv2242	\N
1765	2517695	2517770	intergenic	\N	acpM	fabD	\N
1766	2519365	2519395	intergenic	\N	kasB	kasA	\N
1767	2520712	2520742	intergenic	\N	accD6	kasB	\N
1768	2522164	2522359	intergenic	\N	Rv2248	accD6	\N
1769	2523175	2523240	intergenic	\N	glpD1	Rv2248	\N
1770	2525354	2525401	intergenic	\N	Rv2250A	Rv2250c	\N
1771	2527918	2527983	intergenic	\N	Rv2253	Rv2252	\N
1772	2528487	2528519	intergenic	\N	Rv2254c	Rv2253	\N
1773	2528975	2528979	intergenic	\N	Rv2255c	Rv2254c	\N
1774	2529174	2529340	intergenic	\N	Rv2256c	Rv2255c	\N
1775	2529874	2530003	intergenic	\N	Rv2257c	Rv2256c	\N
1776	2530822	2530835	intergenic	\N	Rv2258c	Rv2257c	\N
1777	2531897	2532244	intergenic	\N	adhE2	Rv2258c	\N
1778	2533965	2534041	intergenic	\N	Rv2261c	Rv2260	\N
1779	2534464	2534469	intergenic	\N	Rv2262c	Rv2261c	\N
1780	2535552	2535640	intergenic	\N	Rv2263	Rv2262c	\N
1781	2538350	2538699	intergenic	\N	Rv2265	Rv2264c	\N
1782	2539929	2540103	intergenic	\N	cyp124	Rv2265	\N
1783	2541390	2541643	intergenic	\N	Rv2267c	cyp124	\N
1784	2544276	2544288	intergenic	\N	Rv2269c	cyp128	\N
1785	2544621	2544697	intergenic	\N	lppN	Rv2269c	\N
1786	2545225	2545331	intergenic	\N	Rv2271	lppN	\N
1787	2545631	2545736	intergenic	\N	Rv2272	Rv2271	\N
1788	2546431	2546487	intergenic	\N	Rv2274c	Rv2273	\N
1789	2546805	2546882	intergenic	\N	Rv2275	Rv2274c	\N
1790	2548939	2549123	intergenic	\N	Rv2277c	cyp121	\N
1791	2550029	2550064	intergenic	\N	Rv2278	Rv2277c	\N
1792	2551326	2551559	intergenic	\N	Rv2280	Rv2279	\N
1793	2552939	2553172	intergenic	\N	pitB	Rv2280	\N
1794	2554831	2554937	intergenic	\N	Rv2282c	pitB	\N
1795	2555876	2555940	intergenic	\N	Rv2283	Rv2282c	\N
1796	2556135	2556144	intergenic	\N	lipM	Rv2283	\N
1797	2557440	2557472	intergenic	\N	Rv2285	lipM	\N
1798	2558810	2558876	intergenic	\N	Rv2286c	Rv2285	\N
1799	2559569	2559702	intergenic	\N	yjcE	Rv2286c	\N
1800	2562457	2562598	intergenic	\N	lppO	cdh	\N
1801	2563114	2563173	intergenic	\N	sseB	lppO	\N
1802	2564253	2564291	intergenic	\N	Rv2293c	Rv2292c	\N
1803	2565032	2565326	intergenic	\N	Rv2294	Rv2293c	\N
1804	2566550	2566771	intergenic	\N	Rv2295	Rv2294	\N
1805	2567410	2567503	intergenic	\N	Rv2296	Rv2295	\N
1806	2568406	2568437	intergenic	\N	Rv2297	Rv2296	\N
1807	2568890	2569081	intergenic	\N	Rv2298	Rv2297	\N
1808	2570053	2570058	intergenic	\N	htpG	Rv2298	\N
1809	2572002	2572075	intergenic	\N	Rv2300c	htpG	\N
1810	2573008	2573014	intergenic	\N	cut2	Rv2300c	\N
1811	2573707	2573812	intergenic	\N	Rv2302	cut2	\N
1812	2574055	2574095	intergenic	\N	Rv2303c	Rv2302	\N
1813	2575225	2575808	intergenic	\N	Rv2305	Rv2304c	\N
1814	2577098	2577107	intergenic	\N	Rv2306A	Rv2305	\N
1815	2578696	2579227	intergenic	\N	Rv2307A	Rv2307c	\N
1816	2579419	2579503	intergenic	\N	Rv2307B	Rv2307A	\N
1817	2579935	2580027	intergenic	\N	Rv2307D	Rv2307B	\N
1818	2580210	2580418	intergenic	\N	Rv2308	Rv2307D	\N
1819	2581135	2581763	intergenic	\N	Rvnt24	Rv2308	\N
1820	2581837	2581842	intergenic	\N	Rv2309c	Rvnt24	\N
1821	2582298	2583044	intergenic	\N	Rv2309A	Rv2309c	\N
1822	2583332	2583434	intergenic	\N	Rv2310	Rv2309A	\N
1823	2583779	2583883	intergenic	\N	Rv2311	Rv2310	\N
1824	2584408	2584485	intergenic	\N	Rv2312	Rv2311	\N
1825	2584755	2585051	intergenic	\N	Rv2313c	Rv2312	\N
1826	2585906	2585916	intergenic	\N	Rv2314c	Rv2313c	\N
1827	2588804	2588837	intergenic	\N	uspA	Rv2315c	\N
1828	2591840	2591847	intergenic	\N	Rv2319c	uspC	\N
1829	2596269	2596333	intergenic	\N	Rv2324	Rv2323c	\N
1830	2596780	2597008	intergenic	\N	Rv2325c	Rv2324	\N
1831	2599947	2599987	intergenic	\N	Rv2327	Rv2326c	\N
1832	2600479	2600730	intergenic	\N	PE23	Rv2327	\N
1833	2601879	2601913	intergenic	\N	narK1	PE23	\N
1834	2603461	2603694	intergenic	\N	lppP	narK1	\N
1835	2604222	2604296	intergenic	\N	Rv2331	lppP	\N
1836	2604683	2604739	intergenic	\N	Rv2331A	Rv2331	\N
1837	2605078	2605107	intergenic	\N	mez	Rv2331A	\N
1838	2608321	2608795	intergenic	\N	cysK1	Rv2333c	\N
1839	2609728	2609731	intergenic	\N	cysE	cysK1	\N
1840	2610421	2610836	intergenic	\N	Rv2336	cysE	\N
1841	2611805	2611868	intergenic	\N	Rv2337c	Rv2336	\N
1842	2612987	2613106	intergenic	\N	moeW	Rv2337c	\N
1843	2614063	2614692	intergenic	\N	mmpL9	moeW	\N
1844	2617581	2617666	intergenic	\N	PE	mmpL9	\N
1845	2618908	2619406	intergenic	\N	Rvnt25	PE	\N
1846	2619479	2619596	intergenic	\N	lppQ	Rvnt25	\N
1847	2620016	2620271	intergenic	\N	Rv2342	lppQ	\N
1848	2620529	2620532	intergenic	\N	dnaG	Rv2342	\N
1849	2622452	2622456	intergenic	\N	dgt	dnaG	\N
1850	2623752	2623820	intergenic	\N	Rv2345	dgt	\N
1851	2625803	2625887	intergenic	\N	esxO	Rv2345	\N
1852	2626172	2626222	intergenic	\N	esxP	esxO	\N
1853	2626519	2626653	intergenic	\N	Rv2348c	esxP	\N
1854	2626980	2627171	intergenic	\N	plcC	Rv2348c	\N
1855	2628698	2628780	intergenic	\N	plcB	plcC	\N
1856	2630319	2630536	intergenic	\N	plcA	plcB	\N
1857	2632075	2632922	intergenic	\N	PPE38	plcA	\N
1858	2634098	2634527	intergenic	\N	PPE39	PPE38	\N
1859	2635592	2635627	intergenic	\N	Rv2354	PPE39	\N
1860	2636889	2637687	intergenic	\N	PPE40	Rv2355	\N
1861	2639535	2639672	intergenic	\N	glyS	PPE40	\N
1862	2641064	2641245	intergenic	\N	Rv2358	glyS	\N
1863	2642042	2642149	intergenic	\N	Rv2360c	furB	\N
1864	2644258	2644319	intergenic	\N	amiA2	recO	\N
1865	2646673	2646746	intergenic	\N	Rv2365c	era	\N
1866	2648912	2648915	intergenic	\N	phoH1	Rv2367c	\N
1867	2651558	2651752	intergenic	\N	PE	Rv2370c	\N
1868	2651938	2652036	intergenic	\N	Rv2372c	PE	\N
1869	2652825	2652838	intergenic	\N	dnaJ2	Rv2372c	\N
1870	2653987	2654061	intergenic	\N	hrcA	dnaJ2	\N
1871	2655093	2655264	intergenic	\N	Rv2375	hrcA	\N
1872	2655582	2655608	intergenic	\N	cfp2	Rv2375	\N
1873	2656115	2656214	intergenic	\N	mbtH	cfp2	\N
1874	2667115	2667254	intergenic	\N	mbtD	mbtE	\N
1875	2675837	2675935	intergenic	\N	mbtA	mbtB	\N
1876	2677633	2677728	intergenic	\N	mbtJ	mbtA	\N
1877	2678649	2678652	intergenic	\N	mbtI	mbtJ	\N
1878	2680005	2680764	intergenic	\N	Rv2387	mbtI	\N
1879	2683142	2683247	intergenic	\N	rpfD	hemN	\N
1880	2684266	2684678	intergenic	\N	nirA	Rv2390c	\N
1881	2687973	2688009	intergenic	\N	ggtB	Rv2393	\N
1882	2689941	2690071	intergenic	\N	Rv2395	ggtB	\N
1883	2692075	2692798	intergenic	\N	PE	Rv2395	\N
1884	2693884	2693908	intergenic	\N	cysA1	PE	\N
1885	2694964	2694980	intergenic	\N	cysW	cysA1	\N
1886	2697714	2697727	intergenic	\N	Rv2401	subI	\N
1887	2698245	2698528	intergenic	\N	Rv2402	Rv2401A	\N
1888	2700457	2700534	intergenic	\N	lppR	Rv2402	\N
1889	2703248	2703268	intergenic	\N	Rv2405	lepA	\N
1890	2703838	2704008	intergenic	\N	Rv2406c	Rv2405	\N
1891	2704437	2704696	intergenic	\N	Rv2407	Rv2406c	\N
1892	2705518	2706016	intergenic	\N	PE24	Rv2407	\N
1893	2709965	2710074	intergenic	\N	rpsT	Rv2411c	\N
1894	2710335	2710350	intergenic	\N	Rv2413c	rpsT	\N
1895	2711301	2711331	intergenic	\N	Rv2414c	Rv2413c	\N
1896	2712876	2712890	intergenic	\N	Rv2415c	Rv2414c	\N
1897	2713784	2714123	intergenic	\N	eis	Rv2415c	\N
1898	2715332	2715471	intergenic	\N	Rv2417c	eis	\N
1899	2716314	2716394	intergenic	\N	Rv2418c	Rv2417c	\N
1900	2718808	2719082	intergenic	\N	Rv2422	nadD	\N
1901	2719355	2719596	intergenic	\N	Rv2423	Rv2422	\N
1902	2720643	2720775	intergenic	\N	Rv2424c	Rv2423	\N
1903	2721777	2721865	intergenic	\N	Rv2425c	Rv2424c	\N
1904	2724183	2724229	intergenic	\N	proA	Rv2426c	\N
1905	2725477	2725570	intergenic	\N	oxyR'	proA	\N
1906	2726087	2726192	promoter	+	ahpC	oxyR'	promoter_ahpC
1907	2726780	2726805	intergenic	\N	ahpD	ahpC	\N
1908	2727920	2727966	intergenic	\N	PE25	PPE41	\N
1909	2728266	2728436	intergenic	\N	Rv2432c	PE25	\N
1910	2732749	2733229	intergenic	\N	rbsK	Rv2435c	\N
1911	2734144	2734375	intergenic	\N	Rv2437	rbsK	\N
1912	2736987	2737116	intergenic	\N	proB	Rv2438A	\N
1913	2739686	2739771	intergenic	\N	rpmA	obg	\N
1914	2740032	2740046	intergenic	\N	rplU	rpmA	\N
1915	2740361	2740708	intergenic	\N	dctA	rplU	\N
1916	2744984	2745313	intergenic	\N	ndkA	rne	\N
1917	2745724	2745766	intergenic	\N	Rv2446c	ndkA	\N
1918	2750225	2750312	intergenic	\N	Rv2449c	valS	\N
1919	2751572	2751661	intergenic	\N	rpfE	Rv2449c	\N
1920	2752180	2752261	intergenic	\N	Rv2451	rpfE	\N
1921	2752660	2752847	intergenic	\N	Rv2452c	Rv2451	\N
1922	2752994	2753017	intergenic	\N	mobA	Rv2452c	\N
1923	2753623	2753624	intergenic	\N	Rv2454c	mobA	\N
1924	2756704	2756935	intergenic	\N	Rv2456c	Rv2455c	\N
1925	2758192	2758207	intergenic	\N	clpX	Rv2456c	\N
1926	2759488	2759778	intergenic	\N	mmuM	clpX	\N
1927	2760687	2760853	intergenic	\N	Rv2459	mmuM	\N
1928	2762380	2762530	intergenic	\N	clpP2	Rv2459	\N
1929	2763774	2763890	intergenic	\N	tig	clpP1	\N
1930	2765291	2765330	intergenic	\N	Rvnt26	tig	\N
1931	2765404	2765540	intergenic	\N	Rvnt27	Rvnt26	\N
1932	2765611	2765654	intergenic	\N	lipP	Rvnt27	\N
1933	2766839	2766858	intergenic	\N	Rv2464c	lipP	\N
1934	2767665	2767670	intergenic	\N	Rv2465c	Rv2464c	\N
1935	2768159	2768260	intergenic	\N	Rv2466c	Rv2465c	\N
1936	2768884	2768985	intergenic	\N	pepN	Rv2466c	\N
1937	2771571	2771643	intergenic	\N	Rv2468c	pepN	\N
1938	2772147	2772366	intergenic	\N	Rv2469c	Rv2468c	\N
1939	2773035	2773177	intergenic	\N	glbO	Rv2469c	\N
1940	2775204	2775271	intergenic	\N	Rv2472	aglA	\N
1941	2775565	2775567	intergenic	\N	Rv2473	Rv2472	\N
1942	2776284	2776315	intergenic	\N	Rv2474c	Rv2473	\N
1943	2776969	2776974	intergenic	\N	Rv2475c	Rv2474c	\N
1944	2782262	2782365	intergenic	\N	Rv2477c	gdh	\N
1945	2784042	2784122	intergenic	\N	Rv2478c	Rv2477c	\N
1946	2784608	2784656	intergenic	\N	Rv2479c	Rv2478c	\N
1947	2785918	2786574	intergenic	\N	Rv2481c	Rv2480c	\N
1948	2786898	2786913	intergenic	\N	plsB2	Rv2481c	\N
1949	2792494	2792722	intergenic	\N	lipQ	Rv2484c	\N
1950	2793988	2794175	intergenic	\N	Rvnt28	lipQ	\N
1951	2794249	2794349	intergenic	\N	echA14	Rvnt28	\N
1952	2795120	2795300	intergenic	\N	PE	echA14	\N
1953	2797385	2797466	intergenic	\N	Rv2488c	PE	\N
1954	2801145	2801253	intergenic	\N	PE	Rv2489c	\N
1955	2806236	2806664	intergenic	\N	Rv2491	PE	\N
1956	2808030	2808082	intergenic	\N	Rv2493	Rv2492	\N
1957	2808304	2808309	intergenic	\N	Rv2494	Rv2493	\N
1958	2808735	2808757	intergenic	\N	pdhC	Rv2494	\N
1959	2810982	2810992	intergenic	\N	pdhA	pdhB	\N
1960	2812096	2812354	intergenic	\N	citE	pdhA	\N
1961	2814911	2814915	intergenic	\N	accA1	fadE19	\N
1962	2816880	2816884	intergenic	\N	accD1	accA1	\N
1963	2819870	2819952	intergenic	\N	fadD35	scoA	\N
1964	2821596	2821711	intergenic	\N	Rv2506	fadD35	\N
1965	2822359	2822437	intergenic	\N	Rv2507	Rv2506	\N
1966	2824593	2824677	intergenic	\N	Rv2509	Rv2508c	\N
1967	2825484	2825487	intergenic	\N	Rv2510c	Rv2509	\N
1968	2827089	2827156	intergenic	\N	orn	Rv2510c	\N
1969	2827804	2827853	intergenic	\N	Rvnt29	orn	\N
1970	2827926	2828555	intergenic	\N	Rv2512c	Rvnt29	\N
1971	2829803	2830160	intergenic	\N	Rv2513	Rv2512c	\N
1972	2830583	2830876	intergenic	\N	Rv2514c	Rv2513	\N
1973	2831338	2831343	intergenic	\N	Rv2515c	Rv2514c	\N
1974	2832591	2832709	intergenic	\N	Rv2516c	Rv2515c	\N
1975	2833761	2834108	intergenic	\N	lppS	Rv2517c	\N
1976	2835335	2835493	intergenic	\N	Rvnt30	lppS	\N
1977	2835566	2835784	intergenic	\N	PE26	Rvnt30	\N
1978	2837263	2837387	intergenic	\N	Rv2520c	PE26	\N
1979	2837615	2837683	intergenic	\N	bcp	Rv2520c	\N
1980	2839930	2840122	intergenic	\N	fas	acpS	\N
1981	2849332	2849851	intergenic	\N	Rv2525c	fas	\N
1982	2850574	2851090	intergenic	\N	Rv2526	Rv2525c	\N
1983	2851716	2851750	intergenic	\N	mrr	Rv2527	\N
1984	2852671	2852874	intergenic	\N	Rv2529	mrr	\N
1985	2854907	2854937	intergenic	\N	Rv2531c	Rv2530A	\N
1986	2857781	2857852	intergenic	\N	Rv2532c	Rv2531c	\N
1987	2858724	2858726	intergenic	\N	efp	nusB	\N
1988	2859290	2859299	intergenic	\N	pepQ	efp	\N
1989	2860418	2860451	intergenic	\N	Rv2536	pepQ	\N
1990	2861144	2861147	intergenic	\N	aroD	Rv2536	\N
1991	2863203	2863206	intergenic	\N	aroF	aroK	\N
1992	2864412	2864426	intergenic	\N	Rv2541	aroF	\N
1993	2864834	2865129	intergenic	\N	Rv2542	Rv2541	\N
1994	2866341	2866467	intergenic	\N	lppA	Rv2542	\N
1995	2868061	2868153	intergenic	\N	Rv2546	Rv2545	\N
1996	2868567	2868605	intergenic	\N	Rv2547	Rv2546	\N
1997	2869237	2869726	intergenic	\N	Rv2549c	Rv2548	\N
1998	2870364	2870774	intergenic	\N	Rv2551c	Rv2550c	\N
1999	2871194	2871205	intergenic	\N	aroE	Rv2551c	\N
2000	2876485	2876575	intergenic	\N	Rv2556c	alaS	\N
2001	2876965	2877071	intergenic	\N	Rv2557	Rv2556c	\N
2002	2877746	2877830	intergenic	\N	Rv2558	Rv2557	\N
2003	2878541	2878570	intergenic	\N	Rv2559c	Rv2558	\N
2004	2879929	2880074	intergenic	\N	Rv2560	Rv2559c	\N
2005	2881052	2881408	intergenic	\N	Rv2561	Rv2560	\N
2006	2881702	2881757	intergenic	\N	Rv2562	Rv2561	\N
2007	2882147	2882289	intergenic	\N	Rv2563	Rv2562	\N
2008	2883339	2883341	intergenic	\N	glnQ	Rv2563	\N
2009	2884334	2884610	intergenic	\N	Rv2565	glnQ	\N
2010	2886362	2886372	intergenic	\N	Rv2566	Rv2565	\N
2011	2894408	2894511	intergenic	\N	Rv2570	Rv2569c	\N
2012	2895960	2896012	intergenic	\N	aspS	Rv2571c	\N
2013	2897803	2898042	intergenic	\N	Rv2573	aspS	\N
2014	2898783	2898805	intergenic	\N	Rv2574	Rv2573	\N
2015	2899309	2899338	intergenic	\N	Rv2575	Rv2574	\N
2016	2900220	2900225	intergenic	\N	Rv2576c	Rv2575	\N
2017	2900690	2900917	intergenic	\N	Rv2577	Rv2576c	\N
2018	2902507	2902508	intergenic	\N	Rv2578c	Rv2577	\N
2019	2903531	2903638	intergenic	\N	dhaA	Rv2578c	\N
2020	2904541	2904820	intergenic	\N	hisS	dhaA	\N
2021	2906763	2906813	intergenic	\N	ppiB	Rv2581c	\N
2022	2907740	2907825	intergenic	\N	relA	ppiB	\N
2023	2910198	2910228	intergenic	\N	apt	relA	\N
2024	2910900	2911003	intergenic	\N	Rv2585c	apt	\N
2025	2912677	2912682	intergenic	\N	secF	Rv2585c	\N
2026	2914011	2914014	intergenic	\N	secD	secF	\N
2027	2915736	2915845	intergenic	\N	yajC	secD	\N
2028	2916193	2916359	intergenic	\N	gabT	yajC	\N
2029	2917709	2917870	intergenic	\N	fadD9	gabT	\N
2030	2921377	2921550	intergenic	\N	PE	fadD9	\N
2031	2923182	2923198	intergenic	\N	ruvB	PE	\N
2032	2925383	2925491	intergenic	\N	Rv2595	ruvC	\N
2033	2926138	2926354	intergenic	\N	Rv2597	Rv2596	\N
2034	2926975	2926985	intergenic	\N	Rv2598	Rv2597	\N
2035	2927908	2927989	intergenic	\N	Rv2600	Rv2599	\N
2036	2929959	2930069	intergenic	\N	Rv2601A	speE	\N
2037	2930784	2930804	intergenic	\N	Rv2603c	Rv2602	\N
2038	2931560	2931692	intergenic	\N	Rv2604c	Rv2603c	\N
2039	2932289	2932296	intergenic	\N	tesB2	Rv2604c	\N
2040	2933142	2933170	intergenic	\N	Rv2606c	tesB2	\N
2041	2934070	2934197	intergenic	\N	pdxH	Rv2606c	\N
2042	2934872	2935045	intergenic	\N	PPE42	pdxH	\N
2043	2936788	2936809	intergenic	\N	Rv2609c	PPE42	\N
2044	2939001	2939011	intergenic	\N	Rv2611c	pimA	\N
2045	2943267	2943375	intergenic	\N	Rv2614A	thrS	\N
2046	2944985	2945329	intergenic	\N	Rv2616	PE	\N
2047	2945830	2945846	intergenic	\N	Rv2617c	Rv2616	\N
2048	2946287	2946433	intergenic	\N	Rv2618	Rv2617c	\N
2049	2947449	2947461	intergenic	\N	Rv2620c	Rv2619c	\N
2050	2948558	2948635	intergenic	\N	Rv2622	Rv2621c	\N
2051	2949457	2949592	intergenic	\N	TB31.7	Rv2622	\N
2052	2950486	2950488	intergenic	\N	Rv2624c	TB31.7	\N
2053	2951307	2951321	intergenic	\N	Rv2625c	Rv2624c	\N
2054	2952503	2952561	intergenic	\N	Rv2626c	Rv2625c	\N
2055	2952993	2953506	intergenic	\N	Rv2627c	Rv2626c	\N
2056	2954748	2955057	intergenic	\N	Rv2628	Rv2627c	\N
2057	2955420	2955766	intergenic	\N	Rv2629	Rv2628	\N
2058	2956891	2956892	intergenic	\N	Rv2630	Rv2629	\N
2059	2957432	2957571	intergenic	\N	Rv2631	Rv2630	\N
2060	2958870	2958908	intergenic	\N	Rv2632c	Rv2631	\N
2061	2959190	2959334	intergenic	\N	Rv2633c	Rv2632c	\N
2062	2959820	2960104	intergenic	\N	PE	Rv2633c	\N
2063	2962441	2962469	intergenic	\N	Rv2635	PE	\N
2064	2963390	2963585	intergenic	\N	dedA	Rv2636	\N
2065	2964242	2964404	intergenic	\N	Rv2638	dedA	\N
2066	2964851	2965025	intergenic	\N	Rv2639c	Rv2638	\N
2067	2965358	2965477	intergenic	\N	Rv2640c	Rv2639c	\N
2068	2965837	2965938	intergenic	\N	cadI	Rv2640c	\N
2069	2966397	2966532	intergenic	\N	Rv2642	cadI	\N
2070	2968406	2968532	intergenic	\N	Rv2644c	arsC	\N
2071	2968850	2969496	intergenic	\N	Rvnt31	Rv2644c	\N
2072	2969568	2969752	intergenic	\N	Rvnt32	Rvnt31	\N
2073	2969825	2969854	intergenic	\N	Rvnt33	Rvnt32	\N
2074	2969925	2969941	intergenic	\N	Rvnt34	Rvnt33	\N
2075	2970013	2970122	intergenic	\N	Rv2645	Rvnt34	\N
2076	2971549	2971658	intergenic	\N	Rv2647	Rv2646	\N
2077	2972027	2972159	intergenic	\N	Rv2648	Rv2647	\N
2078	2973421	2973794	intergenic	\N	Rv2650c	Rv2649	\N
2079	2975234	2975241	intergenic	\N	Rv2651c	Rv2650c	\N
2080	2975775	2975927	intergenic	\N	Rv2652c	Rv2651c	\N
2081	2976554	2976585	intergenic	\N	Rv2653c	Rv2652c	\N
2082	2976909	2976988	intergenic	\N	Rv2654c	Rv2653c	\N
2083	2978658	2978659	intergenic	\N	Rv2656c	Rv2655c	\N
2084	2979309	2979325	intergenic	\N	Rv2658c	Rv2657c	\N
2085	2979688	2979690	intergenic	\N	Rv2659c	Rv2658c	\N
2086	2980818	2980962	intergenic	\N	Rv2660c	Rv2659c	\N
2087	2981754	2981852	intergenic	\N	Rv2663	Rv2662	\N
2088	2982086	2982096	intergenic	\N	Rv2664	Rv2663	\N
2089	2982351	2982698	intergenic	\N	Rv2665	Rv2664	\N
2090	2982980	2983070	intergenic	\N	Rv2666	Rv2665	\N
2091	2983874	2983895	intergenic	\N	clpC2	Rv2666	\N
2092	2984654	2984732	intergenic	\N	Rv2668	clpC2	\N
2093	2985254	2985282	intergenic	\N	Rv2669	Rv2668	\N
2094	2987615	2987681	intergenic	\N	Rv2672	ribD	\N
2095	2989268	2989290	intergenic	\N	Rv2673	Rv2672	\N
2096	2990592	2990705	intergenic	\N	Rv2674	Rv2673	\N
2097	2991116	2991183	intergenic	\N	Rv2675c	Rv2674	\N
2098	2992628	2992633	intergenic	\N	hemY	Rv2676c	\N
2099	2995062	2995114	intergenic	\N	echA15	hemE	\N
2100	2995945	2996104	intergenic	\N	Rv2680	echA15	\N
2101	2996737	2996738	intergenic	\N	Rv2681	Rv2680	\N
2102	2999968	3000111	intergenic	\N	Rv2683	dxs1	\N
2103	3000609	3000613	intergenic	\N	arsA	Rv2683	\N
2104	3001903	3001982	intergenic	\N	arsB1	arsA	\N
2105	3003269	3003279	intergenic	\N	Rv2686c	arsB1	\N
2106	3005650	3005844	intergenic	\N	Rv2689c	Rv2688c	\N
2107	3007062	3007235	intergenic	\N	Rv2690c	Rv2689c	\N
2108	3009209	3009343	intergenic	\N	ceoB	Rv2690c	\N
2109	3010686	3010696	intergenic	\N	Rv2693c	ceoC	\N
2110	3011368	3011398	intergenic	\N	Rv2694c	Rv2693c	\N
2111	3011767	3011915	intergenic	\N	Rv2695	Rv2694c	\N
2112	3012623	3012828	intergenic	\N	Rv2696c	Rv2695	\N
2113	3013608	3013682	intergenic	\N	dut	Rv2696c	\N
2114	3014147	3014172	intergenic	\N	Rv2698	dut	\N
2115	3014658	3014662	intergenic	\N	Rv2699c	Rv2698	\N
2116	3014965	3015202	intergenic	\N	Rv2700	Rv2699c	\N
2117	3015853	3015862	intergenic	\N	suhB	Rv2700	\N
2118	3016735	3016857	intergenic	\N	ppgK	suhB	\N
2119	3017655	3017834	intergenic	\N	sigA	ppgK	\N
2120	3019421	3019457	intergenic	\N	Rv2704	sigA	\N
2121	3020457	3020572	intergenic	\N	Rv2707	Rv2706c	\N
2122	3021796	3021838	intergenic	\N	Rv2709	Rv2708c	\N
2123	3022285	3022460	intergenic	\N	sigB	Rv2709	\N
2124	3023432	3023564	intergenic	\N	ideR	sigB	\N
2125	3024257	3024269	intergenic	\N	Rv2712c	ideR	\N
2126	3025328	3025440	intergenic	\N	sthA	Rv2712c	\N
2127	3026847	3027064	intergenic	\N	Rv2714	sthA	\N
2128	3028039	3028097	intergenic	\N	Rv2715	Rv2714	\N
2129	3029123	3029171	intergenic	\N	Rv2716	Rv2715	\N
2130	3029858	3029866	intergenic	\N	Rv2717c	Rv2716	\N
2131	3030361	3030412	intergenic	\N	Rv2718c	Rv2717c	\N
2132	3030877	3031039	intergenic	\N	Rv2719c	Rv2718c	\N
2133	3031537	3031844	intergenic	\N	lexA	Rv2719c	\N
2134	3032498	3032519	intergenic	\N	Rv2721c	lexA	\N
2135	3034619	3034634	intergenic	\N	Rv2722	Rv2721c	\N
2136	3034883	3034908	intergenic	\N	Rv2723	Rv2722	\N
2137	3036102	3036130	intergenic	\N	fadE20	Rv2723	\N
2138	3037291	3037426	intergenic	\N	hflX	fadE20	\N
2139	3038914	3038930	intergenic	\N	dapF	hflX	\N
2140	3039800	3039824	intergenic	\N	miaA	dapF	\N
2141	3041461	3041569	intergenic	\N	Rv2729c	Rv2728c	\N
2142	3042475	3042541	intergenic	\N	Rv2730	Rv2729c	\N
2143	3043018	3043025	intergenic	\N	Rv2731	Rv2730	\N
2144	3046524	3046820	intergenic	\N	Rv2734	Rv2733c	\N
2145	3048552	3048561	intergenic	\N	recX	Rv2735c	\N
2146	3051424	3051618	intergenic	\N	Rv2737A	recA	\N
2147	3051792	3051805	intergenic	\N	Rv2738c	Rv2737A	\N
2148	3052012	3052022	intergenic	\N	Rv2739c	Rv2738c	\N
2149	3053189	3053232	intergenic	\N	Rv2740	Rv2739c	\N
2150	3053682	3053913	intergenic	\N	PE	Rv2740	\N
2151	3055491	3055514	intergenic	\N	Rv2742c	PE	\N
2152	3056348	3056419	intergenic	\N	Rv2743c	Rv2742c	\N
2153	3057232	3057250	intergenic	\N	35kd	Rv2743c	\N
2154	3058063	3058192	intergenic	\N	Rv2745c	35kd	\N
2155	3058531	3058601	intergenic	\N	pgsA3	Rv2745c	\N
2156	3059231	3059261	intergenic	\N	Rv2747	pgsA3	\N
2157	3059786	3059854	intergenic	\N	ftsK	Rv2747	\N
2158	3063634	3063637	intergenic	\N	Rv2751	Rv2750	\N
2159	3066191	3066221	intergenic	\N	dapA	Rv2752c	\N
2160	3067124	3067192	intergenic	\N	thyX	dapA	\N
2161	3067945	3068188	intergenic	\N	hsdS.1	thyX	\N
2162	3070083	3070169	intergenic	\N	Rv2757c	hsdM	\N
2163	3070849	3070874	intergenic	\N	Rv2759c	Rv2758c	\N
2164	3071536	3071545	intergenic	\N	hsdS	Rv2760c	\N
2165	3073056	3073129	intergenic	\N	dfrA	Rv2762c	\N
2166	3073609	3073679	intergenic	\N	thyA	dfrA	\N
2167	3074471	3074635	promoter	-	Rv2765	thyA	promoter_thyA
2168	3075373	3075587	intergenic	\N	fabG	Rv2765	\N
